Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
18226,18226,0,60,0,0,-31,15,55,-8,0,0
18227,18227,0,60,0,0,-31,15,55,-8,0,0
18228,18228,0,60,0,0,-31,15,55,-8,0,0
18229,18229,0,60,0,0,-31,-73,99,-8,0,1
18230,18230,0,60,0,0,-31,-73,99,-8,0,0
18231,18231,0,60,0,0,-31,-73,99,-8,0,0
18232,18232,0,60,0,0,27,-73,99,-11,0,0
18233,18233,0,-297,-293,-293,27,-73,99,-11,1,0
18234,18234,0,-297,-293,-293,27,-136,127,-11,0,1
18235,18235,0,-297,-293,-293,27,-136,127,-11,0,0
18236,18236,0,-297,-293,-293,27,-136,127,-11,0,0
18237,18237,0,-297,-293,-293,27,-136,127,-11,0,0
18238,18238,0,-297,-293,-293,27,-130,132,-11,0,1
18239,18239,0,-297,-293,-293,27,-130,132,-11,0,0
18240,18240,0,-297,-293,-293,27,-130,132,-11,0,0
18241,18241,0,-297,-293,-293,12,-130,132,-32,0,0
18242,18242,0,98,-149,-149,12,-130,132,-32,1,0
18243,18243,0,98,-149,-149,12,-74,122,-32,0,1
18244,18244,0,98,-149,-149,12,-74,122,-32,0,0
18245,18245,0,98,-149,-149,12,-74,122,-32,0,0
18246,18246,0,98,-149,-149,12,-74,122,-32,0,0
18247,18247,0,98,-149,-149,12,-28,110,-32,0,1
18248,18248,0,98,-149,-149,12,-28,110,-32,0,0
18249,18249,0,98,-149,-149,12,-28,110,-32,0,0
18250,18250,0,98,-149,-149,-13,-28,110,-25,0,0
18251,18251,0,155,330,330,-13,-28,110,-25,1,0
18252,18252,0,155,330,330,-13,-34,100,-25,0,1
18253,18253,0,155,330,330,-13,-34,100,-25,0,0
18254,18254,0,155,330,330,-13,-34,100,-25,0,0
18255,18255,0,155,330,330,-13,-34,100,-25,0,0
18256,18256,0,155,330,330,-13,-76,88,-25,0,1
18257,18257,0,155,330,330,-13,-76,88,-25,0,0
18258,18258,0,155,330,330,-13,-76,88,-25,0,0
18259,18259,0,155,330,330,28,-76,88,-89,0,0
18260,18260,0,-408,216,216,28,-76,88,-89,1,0
18261,18261,0,-408,216,216,28,-93,73,-89,0,1
18262,18262,0,-408,216,216,28,-93,73,-89,0,0
18263,18263,0,-408,216,216,28,-93,73,-89,0,0
18264,18264,0,-408,216,216,28,-93,73,-89,0,0
18265,18265,0,-408,216,216,28,-40,62,-89,0,1
18266,18266,0,-408,216,216,28,-40,62,-89,0,0
18267,18267,0,-408,216,216,28,-40,62,-89,0,0
18268,18268,0,-408,216,216,38,-40,62,-101,0,0
18269,18269,0,-157,-234,-234,38,-40,62,-101,1,0
18270,18270,0,-157,-234,-234,38,67,60,-101,0,1
18271,18271,0,-157,-234,-234,38,67,60,-101,0,0
18272,18272,0,-157,-234,-234,38,67,60,-101,0,0
18273,18273,0,-157,-234,-234,38,67,60,-101,0,0
18274,18274,0,-157,-234,-234,38,151,63,-101,0,1
18275,18275,0,-157,-234,-234,38,151,63,-101,0,0
18276,18276,0,-157,-234,-234,38,151,63,-101,0,0
18277,18277,0,-157,-234,-234,7,151,63,4,0,0
18278,18278,0,509,-144,-144,7,151,63,4,1,0
18279,18279,0,509,-144,-144,7,139,49,4,0,1
18280,18280,0,509,-144,-144,7,139,49,4,0,0
18281,18281,0,509,-144,-144,7,139,49,4,0,0
18282,18282,0,509,-144,-144,7,139,49,4,0,0
18283,18283,0,509,-144,-144,7,30,0,4,0,1
18284,18284,0,509,-144,-144,7,30,0,4,0,0
18285,18285,0,509,-144,-144,7,30,0,4,0,0
18286,18286,0,509,-144,-144,27,30,0,8,0,0
18287,18287,0,292,96,96,27,30,0,8,1,0
18288,18288,0,292,96,96,27,-99,-78,8,0,1
18289,18289,0,292,96,96,27,-99,-78,8,0,0
18290,18290,0,292,96,96,27,-99,-78,8,0,0
18291,18291,0,292,96,96,27,-99,-78,8,0,0
18292,18292,0,292,96,96,27,-149,-147,8,0,1
18293,18293,0,292,96,96,27,-149,-147,8,0,0
18294,18294,0,292,96,96,27,-149,-147,8,0,0
18295,18295,0,292,96,96,64,-149,-147,-68,0,0
18296,18296,0,3,10,10,64,-149,-147,-68,1,0
18297,18297,0,3,10,10,64,-80,-152,-68,0,1
18298,18298,0,3,10,10,64,-80,-152,-68,0,0
18299,18299,0,3,10,10,64,-80,-152,-68,0,0
18300,18300,0,3,10,10,64,-80,-152,-68,0,0
18301,18301,0,3,10,10,64,49,-75,-68,0,1
18302,18302,0,3,10,10,64,49,-75,-68,0,0
18303,18303,0,3,10,10,64,49,-75,-68,0,0
18304,18304,0,3,10,10,61,49,-75,-37,0,0
18305,18305,0,225,-45,-45,61,49,-75,-37,1,0
18306,18306,0,225,-45,-45,61,126,56,-37,0,1
18307,18307,0,225,-45,-45,61,126,56,-37,0,0
18308,18308,0,225,-45,-45,61,126,56,-37,0,0
18309,18309,0,225,-45,-45,61,126,56,-37,0,0
18310,18310,0,225,-45,-45,61,78,165,-37,0,1
18311,18311,0,225,-45,-45,61,78,165,-37,0,0
18312,18312,0,225,-45,-45,61,78,165,-37,0,0
18313,18313,0,225,-45,-45,50,78,165,-17,0,0
18314,18314,0,-19,-105,-105,50,78,165,-17,1,0
18315,18315,0,-19,-105,-105,50,-70,187,-17,0,1
18316,18316,0,-19,-105,-105,50,-70,187,-17,0,0
18317,18317,0,-19,-105,-105,50,-70,187,-17,0,0
18318,18318,0,-19,-105,-105,50,-70,187,-17,0,0
18319,18319,0,-19,-105,-105,50,-204,108,-17,0,1
18320,18320,0,-19,-105,-105,50,-204,108,-17,0,0
18321,18321,0,-19,-105,-105,50,-204,108,-17,0,0
18322,18322,0,-19,-105,-105,37,-204,108,-47,0,0
18323,18323,0,-449,-172,-172,37,-204,108,-47,1,0
18324,18324,0,-449,-172,-172,37,-215,-20,-47,0,1
18325,18325,0,-449,-172,-172,37,-215,-20,-47,0,0
18326,18326,0,-449,-172,-172,37,-215,-20,-47,0,0
18327,18327,0,-449,-172,-172,37,-215,-20,-47,0,0
18328,18328,0,-449,-172,-172,37,-79,-117,-47,0,1
18329,18329,0,-449,-172,-172,37,-79,-117,-47,0,0
18330,18330,0,-449,-172,-172,37,-79,-117,-47,0,0
18331,18331,0,-449,-172,-172,30,-79,-117,33,0,0
18332,18332,0,-121,282,282,30,-79,-117,33,1,0
18333,18333,0,-121,282,282,30,120,-131,33,0,1
18334,18334,0,-121,282,282,30,120,-131,33,0,0
18335,18335,0,-121,282,282,30,120,-131,33,0,0
18336,18336,0,-121,282,282,30,120,-131,33,0,0
18337,18337,0,-121,282,282,30,255,-72,33,0,1
18338,18338,0,-121,282,282,30,255,-72,33,0,0
18339,18339,0,-121,282,282,30,255,-72,33,0,0
18340,18340,0,-121,282,282,25,255,-72,70,0,0
18341,18341,0,248,755,755,25,255,-72,70,1,0
18342,18342,0,248,755,755,25,253,6,70,0,1
18343,18343,0,248,755,755,25,253,6,70,0,0
18344,18344,0,248,755,755,25,253,6,70,0,0
18345,18345,0,248,755,755,25,253,6,70,0,0
18346,18346,0,248,755,755,25,146,48,70,0,1
18347,18347,0,248,755,755,25,146,48,70,0,0
18348,18348,0,248,755,755,25,146,48,70,0,0
18349,18349,0,248,755,755,-39,146,48,-50,0,0
18350,18350,0,8,360,360,-39,146,48,-50,1,0
18351,18351,0,8,360,360,-39,34,39,-50,0,1
18352,18352,0,8,360,360,-39,34,39,-50,0,0
18353,18353,0,8,360,360,-39,34,39,-50,0,0
18354,18354,0,8,360,360,-39,34,39,-50,0,0
18355,18355,0,8,360,360,-39,2,5,-50,0,1
18356,18356,0,8,360,360,-39,2,5,-50,0,0
18357,18357,0,8,360,360,-39,2,5,-50,0,0
18358,18358,0,8,360,360,-76,2,5,-40,0,0
18359,18359,0,-199,-148,-148,-76,2,5,-40,1,0
18360,18360,0,-199,-148,-148,-76,53,-18,-40,0,1
18361,18361,0,-199,-148,-148,-76,53,-18,-40,0,0
18362,18362,0,-199,-148,-148,-76,53,-18,-40,0,0
18363,18363,0,-199,-148,-148,-76,53,-18,-40,0,0
18364,18364,0,-199,-148,-148,-76,113,-23,-40,0,1
18365,18365,0,-199,-148,-148,-76,113,-23,-40,0,0
18366,18366,0,-199,-148,-148,-76,113,-23,-40,0,0
18367,18367,0,-199,-148,-148,28,113,-23,63,0,0
18368,18368,0,-162,81,81,28,113,-23,63,1,0
18369,18369,0,-162,81,81,28,98,-27,63,0,1
18370,18370,0,-162,81,81,28,98,-27,63,0,0
18371,18371,0,-162,81,81,28,98,-27,63,0,0
18372,18372,0,-162,81,81,28,98,-27,63,0,0
18373,18373,0,-162,81,81,28,-10,-53,63,0,1
18374,18374,0,-162,81,81,28,-10,-53,63,0,0
18375,18375,0,-162,81,81,28,-10,-53,63,0,0
18376,18376,0,-162,81,81,93,-10,-53,-35,0,0
18377,18377,0,-179,386,386,93,-10,-53,-35,1,0
18378,18378,0,-179,386,386,93,-149,-87,-35,0,1
18379,18379,0,-179,386,386,93,-149,-87,-35,0,0
18380,18380,0,-179,386,386,93,-149,-87,-35,0,0
18381,18381,0,-179,386,386,93,-149,-87,-35,0,0
18382,18382,0,-179,386,386,93,-225,-86,-35,0,1
18383,18383,0,-179,386,386,93,-225,-86,-35,0,0
18384,18384,0,-179,386,386,93,-225,-86,-35,0,0
18385,18385,0,-179,386,386,-10,-225,-86,-108,0,0
18386,18386,0,-144,302,302,-10,-225,-86,-108,1,0
18387,18387,0,-144,302,302,-10,-186,-8,-108,0,1
18388,18388,0,-144,302,302,-10,-186,-8,-108,0,0
18389,18389,0,-144,302,302,-10,-186,-8,-108,0,0
18390,18390,0,-144,302,302,-10,-186,-8,-108,0,0
18391,18391,0,-144,302,302,-10,-61,141,-108,0,1
18392,18392,0,-144,302,302,-10,-61,141,-108,0,0
18393,18393,0,-144,302,302,-10,-61,141,-108,0,0
18394,18394,0,-144,302,302,-66,-61,141,60,0,0
18395,18395,0,-58,193,193,-66,-61,141,60,1,0
18396,18396,0,-58,193,193,-66,68,299,60,0,1
18397,18397,0,-58,193,193,-66,68,299,60,0,0
18398,18398,0,-58,193,193,-66,68,299,60,0,0
18399,18399,0,-58,193,193,-66,68,299,60,0,0
18400,18400,0,-58,193,193,-66,124,378,60,0,1
18401,18401,0,-58,193,193,-66,124,378,60,0,0
18402,18402,0,-58,193,193,-66,124,378,60,0,0
18403,18403,0,-58,193,193,3,124,378,127,0,0
18404,18404,0,-16,114,114,3,124,378,127,1,0
18405,18405,0,-16,114,114,3,89,329,127,0,1
18406,18406,0,-16,114,114,3,89,329,127,0,0
18407,18407,0,-16,114,114,3,89,329,127,0,0
18408,18408,0,-16,114,114,3,89,329,127,0,0
18409,18409,0,-16,114,114,3,4,180,127,0,1
18410,18410,0,-16,114,114,3,4,180,127,0,0
18411,18411,0,-16,114,114,3,4,180,127,0,0
18412,18412,0,-16,114,114,20,4,180,17,0,0
18413,18413,0,144,43,43,20,4,180,17,1,0
18414,18414,0,144,43,43,20,-70,16,17,0,1
18415,18415,0,144,43,43,20,-70,16,17,0,0
18416,18416,0,144,43,43,20,-70,16,17,0,0
18417,18417,0,144,43,43,20,-70,16,17,0,0
18418,18418,0,144,43,43,20,-100,-74,17,0,1
18419,18419,0,144,43,43,20,-100,-74,17,0,0
18420,18420,0,144,43,43,20,-100,-74,17,0,0
18421,18421,0,144,43,43,-9,-100,-74,27,0,0
18422,18422,0,310,64,64,-9,-100,-74,27,1,0
18423,18423,0,310,64,64,-9,-93,-55,27,0,1
18424,18424,0,310,64,64,-9,-93,-55,27,0,0
18425,18425,0,310,64,64,-9,-93,-55,27,0,0
18426,18426,0,310,64,64,-9,-93,-55,27,0,0
18427,18427,0,310,64,64,-9,-81,41,27,0,1
18428,18428,0,310,64,64,-9,-81,41,27,0,0
18429,18429,0,310,64,64,-9,-81,41,27,0,0
18430,18430,0,310,64,64,-14,-81,41,49,0,0
18431,18431,0,277,-63,-63,-14,-81,41,49,1,0
18432,18432,0,277,-63,-63,-14,-81,141,49,0,1
18433,18433,0,277,-63,-63,-14,-81,141,49,0,0
18434,18434,0,277,-63,-63,-14,-81,141,49,0,0
18435,18435,0,277,-63,-63,-14,-81,141,49,0,0
18436,18436,0,277,-63,-63,-14,-90,193,49,0,1
18437,18437,0,277,-63,-63,-14,-90,193,49,0,0
18438,18438,0,277,-63,-63,-14,-90,193,49,0,0
18439,18439,0,277,-63,-63,-44,-90,193,-75,0,0
18440,18440,0,247,-210,-210,-44,-90,193,-75,1,0
18441,18441,0,247,-210,-210,-44,-89,187,-75,0,1
18442,18442,0,247,-210,-210,-44,-89,187,-75,0,0
18443,18443,0,247,-210,-210,-44,-89,187,-75,0,0
18444,18444,0,247,-210,-210,-44,-89,187,-75,0,0
18445,18445,0,247,-210,-210,-44,-72,151,-75,0,1
18446,18446,0,247,-210,-210,-44,-72,151,-75,0,0
18447,18447,0,247,-210,-210,-44,-72,151,-75,0,0
18448,18448,0,247,-210,-210,-4,-72,151,-93,0,0
18449,18449,0,268,14,14,-4,-72,151,-93,1,0
18450,18450,0,268,14,14,-4,-47,117,-93,0,1
18451,18451,0,268,14,14,-4,-47,117,-93,0,0
18452,18452,0,268,14,14,-4,-47,117,-93,0,0
18453,18453,0,268,14,14,-4,-47,117,-93,0,0
18454,18454,0,268,14,14,-4,-29,97,-93,0,1
18455,18455,0,268,14,14,-4,-29,97,-93,0,0
18456,18456,0,268,14,14,-4,-29,97,-93,0,0
18457,18457,0,268,14,14,149,-29,97,34,0,0
18458,18458,0,215,205,205,149,-29,97,34,1,0
18459,18459,0,215,205,205,149,-20,80,34,0,1
18460,18460,0,215,205,205,149,-20,80,34,0,0
18461,18461,0,215,205,205,149,-20,80,34,0,0
18462,18462,0,215,205,205,149,-20,80,34,0,0
18463,18463,0,215,205,205,149,-8,57,34,0,1
18464,18464,0,215,205,205,149,-8,57,34,0,0
18465,18465,0,215,205,205,149,-8,57,34,0,0
18466,18466,0,215,205,205,165,-8,57,44,0,0
18467,18467,0,240,19,19,165,-8,57,44,1,0
18468,18468,0,240,19,19,165,22,33,44,0,1
18469,18469,0,240,19,19,165,22,33,44,0,0
18470,18470,0,240,19,19,165,22,33,44,0,0
18471,18471,0,240,19,19,165,22,33,44,0,0
18472,18472,0,240,19,19,165,72,22,44,0,1
18473,18473,0,240,19,19,165,72,22,44,0,0
18474,18474,0,240,19,19,165,72,22,44,0,0
18475,18475,0,240,19,19,8,72,22,-35,0,0
18476,18476,0,265,-75,-75,8,72,22,-35,1,0
18477,18477,0,265,-75,-75,8,124,26,-35,0,1
18478,18478,0,265,-75,-75,8,124,26,-35,0,0
18479,18479,0,265,-75,-75,8,124,26,-35,0,0
18480,18480,0,265,-75,-75,8,124,26,-35,0,0
18481,18481,0,265,-75,-75,8,155,32,-35,0,1
18482,18482,0,265,-75,-75,8,155,32,-35,0,0
18483,18483,0,265,-75,-75,8,155,32,-35,0,0
18484,18484,0,265,-75,-75,-27,155,32,-47,0,0
18485,18485,0,22,-33,-33,-27,155,32,-47,1,0
18486,18486,0,22,-33,-33,-27,156,15,-47,0,1
18487,18487,0,22,-33,-33,-27,156,15,-47,0,0
18488,18488,0,22,-33,-33,-27,156,15,-47,0,0
18489,18489,0,22,-33,-33,-27,156,15,-47,0,0
18490,18490,0,22,-33,-33,-27,139,-32,-47,0,1
18491,18491,0,22,-33,-33,-27,139,-32,-47,0,0
18492,18492,0,22,-33,-33,-27,139,-32,-47,0,0
18493,18493,0,22,-33,-33,71,139,-32,-41,0,0
18494,18494,0,-217,-129,-129,71,139,-32,-41,1,0
18495,18495,0,-217,-129,-129,71,124,-84,-41,0,1
18496,18496,0,-217,-129,-129,71,124,-84,-41,0,0
18497,18497,0,-217,-129,-129,71,124,-84,-41,0,0
18498,18498,0,-217,-129,-129,71,124,-84,-41,0,0
18499,18499,0,-217,-129,-129,71,124,-105,-41,0,1
18500,18500,0,-217,-129,-129,71,124,-105,-41,0,0
18501,18501,0,-217,-129,-129,71,124,-105,-41,0,0
18502,18502,0,-217,-129,-129,93,124,-105,-45,0,0
18503,18503,0,-112,5,5,93,124,-105,-45,1,0
18504,18504,0,-112,5,5,93,132,-70,-45,0,1
18505,18505,0,-112,5,5,93,132,-70,-45,0,0
18506,18506,0,-112,5,5,93,132,-70,-45,0,0
18507,18507,0,-112,5,5,93,132,-70,-45,0,0
18508,18508,0,-112,5,5,93,134,7,-45,0,1
18509,18509,0,-112,5,5,93,134,7,-45,0,0
18510,18510,0,-112,5,5,93,134,7,-45,0,0
18511,18511,0,-112,5,5,59,134,7,-24,0,0
18512,18512,0,120,291,291,59,134,7,-24,1,0
18513,18513,0,120,291,291,59,123,79,-24,0,1
18514,18514,0,120,291,291,59,123,79,-24,0,0
18515,18515,0,120,291,291,59,123,79,-24,0,0
18516,18516,0,120,291,291,59,123,79,-24,0,0
18517,18517,0,120,291,291,59,108,103,-24,0,1
18518,18518,0,120,291,291,59,108,103,-24,0,0
18519,18519,0,120,291,291,59,108,103,-24,0,0
18520,18520,0,120,291,291,40,108,103,-10,0,0
18521,18521,0,167,27,27,40,108,103,-10,1,0
18522,18522,0,167,27,27,40,105,69,-10,0,1
18523,18523,0,167,27,27,40,105,69,-10,0,0
18524,18524,0,167,27,27,40,105,69,-10,0,0
18525,18525,0,167,27,27,40,105,69,-10,0,0
18526,18526,0,167,27,27,40,120,10,-10,0,1
18527,18527,0,167,27,27,40,120,10,-10,0,0
18528,18528,0,167,27,27,40,120,10,-10,0,0
18529,18529,0,167,27,27,17,120,10,11,0,0
18530,18530,0,-51,-403,-403,17,120,10,11,1,0
18531,18531,0,-51,-403,-403,17,138,-33,11,0,1
18532,18532,0,-51,-403,-403,17,138,-33,11,0,0
18533,18533,0,-51,-403,-403,17,138,-33,11,0,0
18534,18534,0,-51,-403,-403,17,138,-33,11,0,0
18535,18535,0,-51,-403,-403,17,133,-38,11,0,1
18536,18536,0,-51,-403,-403,17,133,-38,11,0,0
18537,18537,0,-51,-403,-403,17,133,-38,11,0,0
18538,18538,0,-51,-403,-403,13,133,-38,62,0,0
18539,18539,0,-327,-188,-188,13,133,-38,62,1,0
18540,18540,0,-327,-188,-188,13,87,-21,62,0,1
18541,18541,0,-327,-188,-188,13,87,-21,62,0,0
18542,18542,0,-327,-188,-188,13,87,-21,62,0,0
18543,18543,0,-327,-188,-188,13,87,-21,62,0,0
18544,18544,0,-327,-188,-188,13,11,-17,62,0,1
18545,18545,0,-327,-188,-188,13,11,-17,62,0,0
18546,18546,0,-327,-188,-188,13,11,-17,62,0,0
18547,18547,0,-327,-188,-188,7,11,-17,78,0,0
18548,18548,0,-245,206,206,7,11,-17,78,1,0
18549,18549,0,-245,206,206,7,-65,-38,78,0,1
18550,18550,0,-245,206,206,7,-65,-38,78,0,0
18551,18551,0,-245,206,206,7,-65,-38,78,0,0
18552,18552,0,-245,206,206,7,-65,-38,78,0,0
18553,18553,0,-245,206,206,7,-109,-65,78,0,1
18554,18554,0,-245,206,206,7,-109,-65,78,0,0
18555,18555,0,-245,206,206,7,-109,-65,78,0,0
18556,18556,0,-245,206,206,-42,-109,-65,62,0,0
18557,18557,0,80,112,112,-42,-109,-65,62,1,0
18558,18558,0,80,112,112,-42,-102,-57,62,0,1
18559,18559,0,80,112,112,-42,-102,-57,62,0,0
18560,18560,0,80,112,112,-42,-102,-57,62,0,0
18561,18561,0,80,112,112,-42,-102,-57,62,0,0
18562,18562,0,80,112,112,-42,-56,3,62,0,1
18563,18563,0,80,112,112,-42,-56,3,62,0,0
18564,18564,0,80,112,112,-42,-56,3,62,0,0
18565,18565,0,80,112,112,-35,-56,3,66,0,0
18566,18566,0,118,-113,-113,-35,-56,3,66,1,0
18567,18567,0,118,-113,-113,-35,7,90,66,0,1
18568,18568,0,118,-113,-113,-35,7,90,66,0,0
18569,18569,0,118,-113,-113,-35,7,90,66,0,0
18570,18570,0,118,-113,-113,-35,7,90,66,0,0
18571,18571,0,118,-113,-113,-35,60,146,66,0,1
18572,18572,0,118,-113,-113,-35,60,146,66,0,0
18573,18573,0,118,-113,-113,-35,60,146,66,0,0
18574,18574,0,118,-113,-113,40,60,146,61,0,0
18575,18575,0,45,-62,-62,40,60,146,61,1,0
18576,18576,0,45,-62,-62,40,88,120,61,0,1
18577,18577,0,45,-62,-62,40,88,120,61,0,0
18578,18578,0,45,-62,-62,40,88,120,61,0,0
18579,18579,0,45,-62,-62,40,88,120,61,0,0
18580,18580,0,45,-62,-62,40,84,14,61,0,1
18581,18581,0,45,-62,-62,40,84,14,61,0,0
18582,18582,0,45,-62,-62,40,84,14,61,0,0
18583,18583,0,45,-62,-62,35,84,14,53,0,0
18584,18584,0,290,97,97,35,84,14,53,1,0
18585,18585,0,290,97,97,35,44,-119,53,0,1
18586,18586,0,290,97,97,35,44,-119,53,0,0
18587,18587,0,290,97,97,35,44,-119,53,0,0
18588,18588,0,290,97,97,35,44,-119,53,0,0
18589,18589,0,290,97,97,35,-26,-202,53,0,1
18590,18590,0,290,97,97,35,-26,-202,53,0,0
18591,18591,0,290,97,97,35,-26,-202,53,0,0
18592,18592,0,290,97,97,-16,-26,-202,69,0,0
18593,18593,0,466,140,140,-16,-26,-202,69,1,0
18594,18594,0,466,140,140,-16,-105,-189,69,0,1
18595,18595,0,466,140,140,-16,-105,-189,69,0,0
18596,18596,0,466,140,140,-16,-105,-189,69,0,0
18597,18597,0,466,140,140,-16,-105,-189,69,0,0
18598,18598,0,466,140,140,-16,-164,-94,69,0,1
18599,18599,0,466,140,140,-16,-164,-94,69,0,0
18600,18600,0,466,140,140,-16,-164,-94,69,0,0
18601,18601,0,466,140,140,-11,-164,-94,44,0,0
18602,18602,0,236,69,69,-11,-164,-94,44,1,0
18603,18603,0,236,69,69,-11,-172,25,44,0,1
18604,18604,0,236,69,69,-11,-172,25,44,0,0
18605,18605,0,236,69,69,-11,-172,25,44,0,0
18606,18606,0,236,69,69,-11,-172,25,44,0,0
18607,18607,0,236,69,69,-11,-123,103,44,0,1
18608,18608,0,236,69,69,-11,-123,103,44,0,0
18609,18609,0,236,69,69,-11,-123,103,44,0,0
18610,18610,0,236,69,69,-19,-123,103,-33,0,0
18611,18611,0,45,53,53,-19,-123,103,-33,1,0
18612,18612,0,45,53,53,-19,-37,109,-33,0,1
18613,18613,0,45,53,53,-19,-37,109,-33,0,0
18614,18614,0,45,53,53,-19,-37,109,-33,0,0
18615,18615,0,45,53,53,-19,-37,109,-33,0,0
18616,18616,0,45,53,53,-19,40,56,-33,0,1
18617,18617,0,45,53,53,-19,40,56,-33,0,0
18618,18618,0,45,53,53,-19,40,56,-33,0,0
18619,18619,0,45,53,53,-29,40,56,-51,0,0
18620,18620,0,137,131,131,-29,40,56,-51,1,0
18621,18621,0,137,131,131,-29,74,-12,-51,0,1
18622,18622,0,137,131,131,-29,74,-12,-51,0,0
18623,18623,0,137,131,131,-29,74,-12,-51,0,0
18624,18624,0,137,131,131,-29,74,-12,-51,0,0
18625,18625,0,137,131,131,-29,59,-57,-51,0,1
18626,18626,0,137,131,131,-29,59,-57,-51,0,0
18627,18627,0,137,131,131,-29,59,-57,-51,0,0
18628,18628,0,137,131,131,45,59,-57,3,0,0
18629,18629,0,180,77,77,45,59,-57,3,1,0
18630,18630,0,180,77,77,45,28,-60,3,0,1
18631,18631,0,180,77,77,45,28,-60,3,0,0
18632,18632,0,180,77,77,45,28,-60,3,0,0
18633,18633,0,180,77,77,45,28,-60,3,0,0
18634,18634,0,180,77,77,45,23,-31,3,0,1
18635,18635,0,180,77,77,45,23,-31,3,0,0
18636,18636,0,180,77,77,45,23,-31,3,0,0
18637,18637,0,180,77,77,60,23,-31,44,0,0
18638,18638,0,-43,-119,-119,60,23,-31,44,1,0
18639,18639,0,-43,-119,-119,60,67,11,44,0,1
18640,18640,0,-43,-119,-119,60,67,11,44,0,0
18641,18641,0,-43,-119,-119,60,67,11,44,0,0
18642,18642,0,-43,-119,-119,60,67,11,44,0,0
18643,18643,0,-43,-119,-119,60,145,49,44,0,1
18644,18644,0,-43,-119,-119,60,145,49,44,0,0
18645,18645,0,-43,-119,-119,60,145,49,44,0,0
18646,18646,0,-43,-119,-119,-59,145,49,22,0,0
18647,18647,0,-336,-239,-239,-59,145,49,22,1,0
18648,18648,0,-336,-239,-239,-59,214,69,22,0,1
18649,18649,0,-336,-239,-239,-59,214,69,22,0,0
18650,18650,0,-336,-239,-239,-59,214,69,22,0,0
18651,18651,0,-336,-239,-239,-59,214,69,22,0,0
18652,18652,0,-336,-239,-239,-59,233,70,22,0,1
18653,18653,0,-336,-239,-239,-59,233,70,22,0,0
18654,18654,0,-336,-239,-239,-59,233,70,22,0,0
18655,18655,0,-336,-239,-239,-95,233,70,-53,0,0
18656,18656,0,-349,-289,-289,-95,233,70,-53,1,0
18657,18657,0,-349,-289,-289,-95,192,55,-53,0,1
18658,18658,0,-349,-289,-289,-95,192,55,-53,0,0
18659,18659,0,-349,-289,-289,-95,192,55,-53,0,0
18660,18660,0,-349,-289,-289,-95,192,55,-53,0,0
18661,18661,0,-349,-289,-289,-95,118,35,-53,0,1
18662,18662,0,-349,-289,-289,-95,118,35,-53,0,0
18663,18663,0,-349,-289,-289,-95,118,35,-53,0,0
18664,18664,0,-349,-289,-289,13,118,35,-86,0,0
18665,18665,0,-126,-245,-245,13,118,35,-86,1,0
18666,18666,0,-126,-245,-245,13,51,22,-86,0,1
18667,18667,0,-126,-245,-245,13,51,22,-86,0,0
18668,18668,0,-126,-245,-245,13,51,22,-86,0,0
18669,18669,0,-126,-245,-245,13,51,22,-86,0,0
18670,18670,0,-126,-245,-245,13,23,27,-86,0,1
18671,18671,0,-126,-245,-245,13,23,27,-86,0,0
18672,18672,0,-126,-245,-245,13,23,27,-86,0,0
18673,18673,0,-126,-245,-245,54,23,27,-19,0,0
18674,18674,0,-78,-32,-32,54,23,27,-19,1,0
18675,18675,0,-78,-32,-32,54,35,46,-19,0,1
18676,18676,0,-78,-32,-32,54,35,46,-19,0,0
18677,18677,0,-78,-32,-32,54,35,46,-19,0,0
18678,18678,0,-78,-32,-32,54,35,46,-19,0,0
18679,18679,0,-78,-32,-32,54,69,66,-19,0,1
18680,18680,0,-78,-32,-32,54,69,66,-19,0,0
18681,18681,0,-78,-32,-32,54,69,66,-19,0,0
18682,18682,0,-78,-32,-32,-6,69,66,37,0,0
18683,18683,0,-100,48,48,-6,69,66,37,1,0
18684,18684,0,-100,48,48,-6,94,66,37,0,1
18685,18685,0,-100,48,48,-6,94,66,37,0,0
18686,18686,0,-100,48,48,-6,94,66,37,0,0
18687,18687,0,-100,48,48,-6,94,66,37,0,0
18688,18688,0,-100,48,48,-6,90,39,37,0,1
18689,18689,0,-100,48,48,-6,90,39,37,0,0
18690,18690,0,-100,48,48,-6,90,39,37,0,0
18691,18691,0,-100,48,48,-30,90,39,14,0,0
18692,18692,0,176,-94,-94,-30,90,39,14,1,0
18693,18693,0,176,-94,-94,-30,49,-9,14,0,1
18694,18694,0,176,-94,-94,-30,49,-9,14,0,0
18695,18695,0,176,-94,-94,-30,49,-9,14,0,0
18696,18696,0,176,-94,-94,-30,49,-9,14,0,0
